PSOTIVOS: 
(('남북', 'NNG'), 2998)  Dos coreas
(('실무진', 'NNG'), 1)
(('도열', 'NNG'), 1)
(('결혼식', 'NNG'), 1)
(('피로', 'NNG'), 1)
(('친지', 'NNG'), 1)
(('살', 'NNM'), 1)
(('청량', 'NNG'), 1)
(('데니스', 'NNG'), 1)
(('출산', 'NNG'), 1)
(('꼭지', 'NNG'), 1)
(('무한', 'NNG'), 1)
(('파급', 'NNG'), 1)
(('대현', 'NNG'), 1)
(('템', 'NNB'), 1)
(('제갈량', 'NNG'), 1)
(('안보리', 'NNG'), 1)
(('개혁', 'NNG'), 1)
(('개방', 'NNG'), 1)
(('수용', 'NNG'), 1)
(('상기', 'NNG'), 1)
(('수용자', 'NNG'), 1)
(('관계자', 'NNG'), 1)
(('대규모', 'NNG'), 1)
(('투자', 'NNG'), 1)
(('공범', 'NNG'), 1)
(('2728294197', 'NR'), 1)
(('1080', 'NR'), 1)
(('674', 'NR'), 1)
(('미쿡', 'NNP'), 1)
(('해지', 'NNG'), 1)
(('커뮤니티', 'NNG'), 1)
(('혈압', 'NNG'), 1)
(('초근', 'NNG'), 1)
(('승자', 'NNG'), 1)
(('대만족', 'NNG'), 1)
(('실감', 'NNG'), 1)
(('파사드', 'NNG'), 1)
(('손톱', 'NNG'), 1)
(('색소', 'NNG'), 1)
(('미팅', 'NNG'), 1)
(('경복궁', 'NNG'), 1)
(('동건', 'NNP'), 1)
(('만장일치', 'NNG'), 1)
(('통과', 'NNG'), 1)
(('북진', 'NNG'), 1)
(('축소', 'NNG'), 1)
(('창난', 'NNG'), 1)
(('2005', 'NR'), 1)
(('기민', 'NNG'), 1)
(('편견', 'NNG'), 1)
(('대환영', 'NNG'), 1)
(('세계사', 'NNG'), 1)
(('만행', 'NNG'), 1)
(('물타기', 'NNG'), 1)
(('페인팅', 'NNG'), 1)
(('방울', 'NNG'), 1)
(('말과', 'NNG'), 1)
(('상상도', 'NNG'), 1)
(('의사', 'NNG'), 1)
(('기초', 'NNG'), 1)
(('도구', 'NNG'), 1)
(('시간대', 'NNG'), 1)
(('구상', 'NNG'), 1)
(('미래로', 'NNP'), 1)
(('추', 'NNG'), 1)
(('시련', 'NNG'), 1)
(('변치', 'NNG'), 1)
(('갈등', 'NNG'), 1)
(('기가', 'NNG'), 1)
(('영구', 'NNG'), 1)
(('보존', 'NNG'), 1)
(('한파', 'NNG'), 1)
(('경고', 'NNG'), 1)
(('2800', 'NR'), 1)
(('업자', 'NNG'), 1)
(('선정', 'NNG'), 1)
(('홍보', 'NNG'), 1)
(('신보', 'NNG'), 1)
(('지칭', 'NNG'), 1)
(('자의식', 'NNG'), 1)
(('전두환', 'NNG'), 1)
(('겸양', 'NNG'), 1)
(('엽기적', 'NNG'), 1)
(('시무', 'NNG'), 1)
(('동경', 'NNG'), 1)
(('예배', 'NNG'), 1)
(('영적', 'NNG'), 1)
(('경림', 'NNP'), 1)
(('박재', 'NNG'), 1)
(('당황', 'NNG'), 1)
(('졸', 'NNG'), 1)
(('일련', 'NNG'), 1)
(('프로세스', 'NNG'), 1)
(('이데올로기', 'NNG'), 1)
(('본질', 'NNG'), 1)
(('손상', 'NNG'), 1)
(('공지', 'NNG'), 1)
(('발매', 'NNG'), 1)
(('저의', 'NNG'), 1)
(('에이', 'NNG'), 1)
(('뒷부분', 'NNG'), 1)
(('채', 'NNB'), 1)
(('트랙', 'NNG'), 1)
(('빛', 'NNG'), 1)
(('정숙', 'NNG'), 1)
(('억양', 'NNG'), 1)
(('공감', 'NNG'), 1)
(('말', 'NNB'), 1)
(('타입', 'NNG'), 1)
(('전이', 'NNG'), 1)
(('테레비', 'NNG'), 1)
(('달님', 'NNG'), 1)
(('나날', 'NNG'), 1)
(('357', 'NR'), 1)
(('격변', 'NNG'), 1)
(('온몸', 'NNG'), 1)
(('베이', 'NNG'), 1)
(('시편', 'NNG'), 1)
(('카톨릭', 'NNG'), 1)
(('신자', 'NNG'), 1)
(('글귀', 'NNG'), 1)
(('잠언', 'NNG'), 1)
(('방치', 'NNG'), 1)
(('마의', 'NNG'), 1)
(('전략적', 'NNG'), 1)
(('인내', 'NNG'), 1)
(('무능', 'NNG'), 1)
(('다선', 'NNG'), 1)
(('김승호', 'NNG'), 1)
(('권선동', 'NNP'), 1)
(('재평가', 'NNG'), 1)
(('개마', 'NNG'), 1)
(('고원', 'NNG'), 1)
(('역학', 'NNG'), 1)
(('단순', 'NNG'), 1)
(('감정적', 'NNG'), 1)
(('보여', 'NNG'), 1)
(('시대정신', 'NNG'), 1)
(('시대착오', 'NNG'), 1)
(('축제', 'NNG'), 1)
(('발달', 'NNG'), 1)
(('전체적', 'NNG'), 1)
(('아니스', 'NNG'), 1)
(('원리', 'NNG'), 1)
(('퍼블릭', 'NNG'), 1)
(('위문', 'NNG'), 1)
(('침범', 'NNG'), 1)
(('범죄', 'NNG'), 1)
(('막강', 'NNG'), 1)
(('진행형', 'NNG'), 1)
(('애플', 'NNP'), 1)
(('통한', 'NNG'), 1)
(('빔', 'NNG'), 1)
(('당선', 'NNG'), 1)
(('상처', 'NNG'), 1)
(('맛사지', 'NNG'), 1)
(('봄바람', 'NNG'), 1)
(('차기', 'NNG'), 1)
(('절박', 'NNG'), 1)
(('일어', 'NNG'), 1)
(('진풍경', 'NNG'), 1)
(('연설문', 'NNG'), 1)
(('허세', 'NNG'), 1)
(('가식', 'NNG'), 1)
(('생일', 'NNG'), 1)
(('전생', 'NNG'), 1)
(('영호', 'NNG'), 1)
(('일반적', 'NNG'), 1)
(('벽화', 'NNG'), 1)
(('표절', 'NNG'), 1)
(('해먹', 'NNG'), 1)
(('베리', 'NNP'), 1)
(('오보', 'NNG'), 1)
(('편파', 'NNG'), 1)
(('기계적', 'NNG'), 1)
(('권리', 'NNG'), 1)
(('고시', 'NNG'), 1)
(('일산', 'NNG'), 1)
(('1055', 'NR'), 1)
(('호의', 'NNG'), 1)
(('뇌물', 'NNG'), 1)
(('보은', 'NNG'), 1)
(('호도', 'NNG'), 1)
(('중임', 'NNG'), 1)
(('실행', 'NNG'), 1)
(('어록', 'NNG'), 1)
(('오지', 'NNG'), 1)
(('편의', 'NNG'), 1)
(('배달', 'NNG'), 1)
(('오르기', 'NNG'), 1)
(('귀환', 'NNG'), 1)
(('사중', 'NNG'), 1)
(('경국', 'NNG'), 1)
(('원래', 'NNG'), 1)
(('참석자', 'NNG'), 1)
(('원외', 'NNG'), 1)
(('세세', 'NNG'), 1)
(('드립', 'NNG'), 1)
(('침착', 'NNG'), 1)
(('호위', 'NNG'), 1)
(('저주', 'NNG'), 1)
(('착공', 'NNG'), 1)
(('웃음꽃', 'NNG'), 1)
(('동감', 'NNG'), 1)
(('머', 'NP'), 1)
(('막후', 'NNG'), 1)
(('맹활약', 'NNG'), 1)
(('기고', 'NNG'), 1)
(('연극', 'NNG'), 1)
(('구실', 'NNG'), 1)
(('최신', 'NNG'), 1)
(('남도', 'NNP'), 1)
(('동반', 'NNG'), 1)
(('얼', 'NNG'), 1)
(('웹', 'NNG'), 1)
(('작가', 'NNG'), 1)
(('성국', 'NNG'), 1)
(('유료', 'NNG'), 1)
(('증', 'NNG'), 1)
(('병신', 'NNG'), 1)
(('주식', 'NNG'), 1)
(('휴지', 'NNG'), 1)
(('조각', 'NNG'), 1)
(('뻘', 'NNG'), 1)
(('표의', 'NNG'), 1)
(('내기', 'NNG'), 1)
(('성찬', 'NNG'), 1)
(('완장', 'NNG'), 1)
(('다음달', 'NNG'), 1)
(('허리', 'NNG'), 1)
(('혁명', 'NNG'), 1)
(('특사', 'NNG'), 1)
(('대표단', 'NNG'), 1)
(('버트', 'NNG'), 1)
(('신분', 'NNG'), 1)
(('아가', 'NNG'), 1)
(('성공도', 'NNG'), 1)
(('예우', 'NNG'), 1)
(('기석', 'NNG'), 1)
(('대변', 'NNG'), 1)
(('색', 'NNG'), 1)
(('궁', 'NNG'), 1)
(('이민', 'NNG'), 1)
(('신세', 'NNG'), 1)
(('흑', 'NNG'), 1)
(('박제', 'NNG'), 1)
(('쓸데', 'NNG'), 1)
(('낭비', 'NNG'), 1)
(('72', 'NR'), 1)
(('영철', 'NNG'), 1)
(('1037', 'NR'), 1)
(('영화관', 'NNG'), 1)
(('정말', 'NNG'), 1)
(('수수', 'NNG'), 1)
(('배급', 'NNG'), 1)
(('빙신', 'NNG'), 1)
(('태그', 'NNG'), 1)
(('손바닥', 'NNG'), 1)
(('기여', 'NNG'), 1)
(('환상적', 'NNG'), 1)
(('수위', 'NNG'), 1)
(('본선', 'NNG'), 1)
(('돌', 'NNG'), 1)
(('탄성', 'NNG'), 1)
(('580', 'NR'), 1)
(('1033', 'NR'), 1)
(('당시', 'NNG'), 1)
(('90', 'NR'), 1)
(('정착', 'NNG'), 1)
(('대인', 'NNG'), 1)
(('북방', 'NNG'), 1)
(('한계선', 'NNG'), 1)
(('파면', 'NNG'), 1)
(('정민', 'NNG'), 1)
(('우체국', 'NNG'), 1)
(('이정재', 'NNG'), 1)
(('은행', 'NNG'), 1)
(('주도', 'NNG'), 1)
(('리스트', 'NNG'), 1)
(('신격화', 'NNG'), 1)
(('보위', 'NNG'), 1)
(('여행가', 'NNG'), 1)
(('출력', 'NNG'), 1)
(('보관', 'NNG'), 1)
(('대동', 'NNP'), 1)
(('비토', 'NNG'), 1)
(('한참', 'NNG'), 1)
(('염려', 'NNG'), 1)
(('261', 'NR'), 1)
(('유언비어', 'NNG'), 1)
(('상상력', 'NNG'), 1)
(('고갈', 'NNG'), 1)
(('등지', 'NNB'), 1)
(('정범', 'NNG'), 1)
(('탁기', 'NNG'), 1)
(('강호', 'NNG'), 1)
(('담벼락', 'NNG'), 1)
(('계절', 'NNG'), 1)
(('어름', 'NNG'), 1)
(('노심초사', 'NNG'), 1)
(('자아', 'NNG'), 1)
(('도취', 'NNG'), 1)
(('옥의', 'NNG'), 1)
(('호사', 'NNG'), 1)
(('엔', 'NNG'), 1)
(('마가', 'NNG'), 1)
(('국면', 'NNG'), 1)
(('층', 'NNG'), 1)
(('접견실', 'NNG'), 1)
(('77', 'NR'), 1)
(('군인회', 'NNG'), 1)
(('5000', 'NR'), 1)
(('명실상부', 'NNG'), 1)
(('유신', 'NNG'), 1)
(('반공', 'NNG'), 1)
(('세뇌', 'NNG'), 1)
(('사방', 'NNG'), 1)
(('도처', 'NNG'), 1)
(('역효과', 'NNG'), 1)
(('기능', 'NNG'), 1)
(('처분', 'NNG'), 1)
(('화력', 'NNG'), 1)
(('만감', 'NNG'), 1)
(('주신문', 'NNG'), 1)
(('64', 'NR'), 1)
(('06', 'NR'), 1)
(('황의', 'NNG'), 1)
(('개자식', 'NNG'), 1)
(('모자', 'NNG'), 1)
(('반납', 'NNG'), 1)
(('공심', 'NNG'), 1)
(('원망', 'NNG'), 1)
(('분경', 'NNG'), 1)
(('목욕', 'NNG'), 1)
(('땀', 'NNG'), 1)
(('발린', 'NNP'), 1)
(('작당', 'NNG'), 1)
(('유상종', 'NNG'), 1)
(('초', 'NNM'), 1)
(('참패', 'NNG'), 1)
(('앞날', 'NNG'), 1)
(('성실', 'NNG'), 1)
(('끈기', 'NNG'), 1)
(('올', 'NNG'), 1)
(('능', 'NNG'), 1)
(('유가족', 'NNG'), 1)
(('교과서', 'NNG'), 1)
(('여름', 'NNG'), 1)
(('칼바람', 'NNG'), 1)
(('철창', 'NNG'), 1)
(('무궁화', 'NNG'), 1)
(('개나리', 'NNG'), 1)
(('진달래', 'NNG'), 1)
(('출발', 'NNG'), 1)
(('토요', 'NNG'), 1)
(('통째', 'NNG'), 1)
(('가야', 'NNG'), 1)
(('프로포즈', 'NNG'), 1)
(('커플', 'NNG'), 1)
(('역사의식', 'NNG'), 1)
(('품격', 'NNG'), 1)
(('자중', 'NNG'), 1)
(('개가', 'NNG'), 1)
(('리플', 'NNG'), 1)
(('자녀', 'NNG'), 1)
(('수익', 'NNG'), 1)
(('화가', 'NNG'), 1)
(('아버지', 'NNG'), 1)
(('열혈', 'NNG'), 1)
(('고무적', 'NNG'), 1)
(('유관', 'NNG'), 1)
(('직후', 'NNG'), 1)
(('여유', 'NNG'), 1)
(('끝', 'NNB'), 1)
(('이탈', 'NNG'), 1)
(('만일', 'NNG'), 1)
(('거란', 'NNG'), 1)
(('조하', 'NNG'), 1)
(('탐방', 'NNG'), 1)
(('탐닉', 'NNG'), 1)
(('그램', 'NNM'), 1)
(('기의', 'NNG'), 1)
(('아수라장', 'NNG'), 1)
(('최적', 'NNG'), 1)
(('통역', 'NNG'), 1)
(('돼지발', 'NNG'), 1)
(('강간', 'NNG'), 1)
(('모의', 'NNG'), 1)
(('범', 'NNG'), 1)
(('입문', 'NNG'), 1)
(('작', 'NNG'), 1)
(('조직', 'NNG'), 1)
(('함성', 'NNG'), 1)
(('55', 'NR'), 1)
(('엘', 'NNG'), 1)
(('밀대', 'NNG'), 1)
(('진리', 'NNG'), 1)
(('구도심', 'NNG'), 1)
(('2010', 'NR'), 1)
(('6.25', 'NR'), 1)
(('참전', 'NNG'), 1)
(('사인', 'NNG'), 1)
(('동서', 'NNG'), 1)
(('최북단', 'NNG'), 1)
(('전원', 'NNG'), 1)
(('실험', 'NNG'), 1)
(('발사', 'NNG'), 1)
(('계리', 'NNG'), 1)
(('실험장', 'NNG'), 1)
(('청주', 'NNG'), 1)
(('동양', 'NNG'), 1)
(('오더', 'NNG'), 1)
(('주니', 'NNG'), 1)
(('차원', 'NNG'), 1)
(('기존', 'NNG'), 1)
(('적십자', 'NNG'), 1)
(('동독', 'NNG'), 1)
(('지도', 'NNG'), 1)
(('결의', 'NNG'), 1)
(('이룩', 'NNG'), 1)
(('세진', 'NNP'), 1)
(('오랜만', 'NNG'), 1)
(('계', 'NNG'), 1)
(('혀', 'NNG'), 1)
(('작하', 'NNG'), 1)
(('미친년', 'NNG'), 1)
(('사심', 'NNG'), 1)
(('공익', 'NNG'), 1)
(('헌신', 'NNG'), 1)
(('인성', 'NNG'), 1)
(('덕목', 'NNG'), 1)
(('사사', 'NNG'), 1)
(('욕심', 'NNG'), 1)
(('서광', 'NNG'), 1)
(('식', 'NNB'), 1)
(('진주', 'NNG'), 1)
(('이곳', 'NP'), 1)
(('관건', 'NNG'), 1)
(('선수단', 'NNG'), 1)
(('988', 'NR'), 1)
(('80', 'NR'), 1)
(('미간', 'NNG'), 1)
(('허언', 'NNG'), 1)
(('43', 'NR'), 1)
(('간극', 'NNG'), 1)
(('양쪽', 'NNG'), 1)
(('탈', 'NNG'), 1)
(('저처럼', 'NNG'), 1)
(('스릴러', 'NNG'), 1)
(('전문의', 'NNG'), 1)
(('안하', 'NNG'), 1)
(('인내심', 'NNG'), 1)
(('한계', 'NNG'), 1)
(('980', 'NR'), 1)
(('대체', 'NNG'), 1)
(('양이', 'NNG'), 1)
(('서대문', 'NNG'), 1)
(('형무소', 'NNG'), 1)
(('만리', 'NNG'), 1)
(('외교부', 'NNG'), 1)
(('옴부즈맨', 'NNG'), 1)
(('크리스', 'NNG'), 1)
(('어둠', 'NNG'), 1)
(('퇴근길', 'NNG'), 1)
(('달빛', 'NNG'), 1)
(('대포', 'NNG'), 1)
(('완료', 'NNG'), 1)
(('재료', 'NNG'), 1)
(('나름', 'NNG'), 1)
(('62', 'NR'), 1)
(('중요성', 'NNG'), 1)
(('변명', 'NNG'), 1)
(('리버럴', 'NNG'), 1)
(('이문', 'NNG'), 1)
(('덕트', 'NNG'), 1)
(('여의', 'NNG'), 1)
(('소문', 'NNG'), 1)
(('자의', 'NNG'), 1)
(('민중당', 'NNG'), 1)
(('피아', 'NNG'), 1)
(('극복', 'NNG'), 1)
(('비서', 'NNG'), 1)
(('결단력', 'NNG'), 1)
(('추진력', 'NNG'), 1)
(('작업', 'NNG'), 1)
(('몸살', 'NNG'), 1)
(('기운', 'NNG'), 1)
(('컨디션', 'NNG'), 1)
(('난조', 'NNG'), 1)
(('사명감', 'NNG'), 1)
(('양극단', 'NNG'), 1)
(('열등감', 'NNG'), 1)
(('뒷방', 'NNG'), 1)
(('푸념', 'NNG'), 1)
(('외계인', 'NNG'), 1)
(('바꾸기', 'NNG'), 1)
(('신년사', 'NNG'), 1)
(('현하', 'NNG'), 1)
(('신선', 'NNG'), 1)
(('기아', 'NNG'), 1)
(('모야', 'NNG'), 1)
(('상품권', 'NNG'), 1)
(('수행원', 'NNG'), 1)
(('하나하나', 'NNG'), 1)
(('냄새', 'NNG'), 1)
(('독립', 'NNG'), 1)
(('주자', 'NNG'), 1)
(('서양', 'NNG'), 1)
(('장년', 'NNG'), 1)
(('기구', 'NNG'), 1)
(('우방', 'NNG'), 1)
(('고군', 'NNG'), 1)
(('분투', 'NNG'), 1)
(('본사', 'NNG'), 1)
(('기념식수', 'NNG'), 1)
(('축', 'NNG'), 1)
(('사모', 'NNG'), 1)
(('해충', 'NNG'), 1)
(('강제', 'NNG'), 1)
(('천안', 'NNG'), 1)
(('외교적', 'NNG'), 1)
(('한순간', 'NNG'), 1)
(('아나운서', 'NNG'), 1)
(('운전', 'NNG'), 1)
(('식견', 'NNG'), 1)
(('사기극', 'NNG'), 1)
(('교차로', 'NNG'), 1)
(('부근', 'NNG'), 1)
(('부자', 'NNG'), 1)
(('프린트', 'NNG'), 1)
(('인공기', 'NNG'), 1)
(('듣기', 'NNG'), 1)
(('우승', 'NNG'), 1)
(('광성', 'NNP'), 1)
(('활약', 'NNG'), 1)
(('용', 'NNG'), 1)
(('입양', 'NNG'), 1)
(('과도', 'NNG'), 1)
(('주제', 'NNG'), 1)
(('외모', 'NNG'), 1)
(('실력', 'NNG'), 1)
(('방한', 'NNG'), 1)
(('사업', 'NNG'), 1)
(('외화', 'NNG'), 1)
(('대행', 'NNG'), 1)
(('금지', 'NNG'), 1)
(('조항', 'NNG'), 1)
(('훈련', 'NNG'), 1)
(('적대시', 'NNG'), 1)
(('기지', 'NNG'), 1)
(('보급', 'NNG'), 1)
(('918', 'NR'), 1)
(('45', 'NR'), 1)
(('반대편', 'NNG'), 1)
(('리비아', 'NNG'), 1)
(('메일', 'NNG'), 1)
(('246', 'NR'), 1)
(('표현도', 'NNG'), 1)
(('스스로', 'NNG'), 1)
(('정체성', 'NNG'), 1)
(('정의당', 'NNG'), 1)
(('무효표', 'NNG'), 1)
(('고화질', 'NNG'), 1)
(('이만희', 'NNG'), 1)
(('구독', 'NNG'), 1)
(('진이', 'NNG'), 1)
(('해상', 'NNG'), 1)
(('금전', 'NNG'), 1)
(('시간적', 'NNG'), 1)
(('이득', 'NNG'), 1)
(('액', 'NNG'), 1)
(('뒷얘기', 'NNG'), 1)
(('혈안', 'NNG'), 1)
(('문수', 'NNG'), 1)
(('하수인', 'NNG'), 1)
(('노릇', 'NNG'), 1)
(('수업', 'NNG'), 1)
(('개월', 'NNM'), 1)
(('메밀', 'NNG'), 1)
(('밀가루', 'NNG'), 1)
(('계란', 'NNG'), 1)
(('지단', 'NNG'), 1)
(('오이', 'NNG'), 1)
(('다음주', 'NNG'), 1)
(('꽃말', 'NNG'), 1)
(('애초', 'NNG'), 1)
(('식장', 'NNG'), 1)
(('작자', 'NNG'), 1)
(('서리', 'NNG'), 1)
(('이질', 'NNG'), 1)
(('당가', 'NNG'), 1)
(('구루', 'NNG'), 1)
(('하해', 'NNG'), 1)
(('최소한', 'NNG'), 1)
(('양심', 'NNG'), 1)
(('상식선', 'NNG'), 1)
(('메뉴인', 'NNG'), 1)
(('동취', 'NNG'), 1)
(('재단', 'NNG'), 1)
(('1804', 'NR'), 1)
(('1664', 'NR'), 1)
(('2757', 'NR'), 1)
(('5918', 'NR'), 1)
(('1524839881', 'NR'), 1)
(('1371', 'NR'), 1)
(('염', 'NNG'), 1)
(('둥', 'NNB'), 1)
(('애교', 'NNG'), 1)
(('잔치', 'NNG'), 1)
(('장난', 'NNG'), 1)
(('신생', 'NNG'), 1)
(('야구팀', 'NNG'), 1)
(('피플', 'NNG'), 1)
(('신의주', 'NNG'), 1)
(('트레인', 'NNG'), 1)
(('제의', 'NNG'), 1)
(('언재', 'NNG'), 1)
(('론', 'NNG'), 1)
(('우롱', 'NNG'), 1)
(('보통', 'NNG'), 1)
(('세제', 'NNG'), 1)
(('세탁기', 'NNG'), 1)
(('낮', 'NNG'), 1)
(('형태', 'NNG'), 1)
(('2000', 'NR'), 1)
(('시종일관', 'NNG'), 1)
(('무표정', 'NNG'), 1)
(('홀대', 'NNG'), 1)
(('치졸', 'NNG'), 1)
(('신천지', 'NNG'), 1)
(('구설수', 'NNG'), 1)
(('원님', 'NNG'), 1)
(('한구석', 'NNG'), 1)
(('중시', 'NNG'), 1)
(('전무', 'NNG'), 1)
(('실패', 'NNG'), 1)
(('동참', 'NNG'), 1)
(('선교', 'NNG'), 1)
(('법회', 'NNG'), 1)
(('봉행', 'NNG'), 1)
(('종신', 'NNG'), 1)
(('총재', 'NNG'), 1)
(('6090', 'NR'), 1)
(('호감', 'NNG'), 1)
(('전체', 'NNG'), 1)
(('상소', 'NNG'), 1)
(('훈장', 'NNG'), 1)
(('수여', 'NNG'), 1)
(('왕', 'NNG'), 1)
(('바가지', 'NNG'), 1)
(('가늠', 'NNG'), 1)
(('일기', 'NNG'), 1)
(('스마트', 'NNP'), 1)
(('후신', 'NNG'), 1)
(('취급', 'NNG'), 1)
(('1991', 'NR'), 1)
(('기만극', 'NNG'), 1)
(('본인', 'NNG'), 1)
(('파괴적', 'NNG'), 1)
(('증오', 'NNG'), 1)
(('홰', 'NNG'), 1)
(('이마', 'NNG'), 1)
(('혈세', 'NNG'), 1)
(('중단', 'NNG'), 1)
(('실장', 'NNG'), 1)
(('신고', 'NNG'), 1)
(('사찰', 'NNG'), 1)
(('격조', 'NNG'), 1)
(('품위', 'NNG'), 1)
(('노신사', 'NNG'), 1)
(('젊은이', 'NNG'), 1)
(('불친절', 'NNG'), 1)
(('호기심', 'NNG'), 1)
(('경외', 'NNG'), 1)
(('관저', 'NNG'), 1)
(('연내', 'NNG'), 1)
(('구입', 'NNG'), 1)
(('정가', 'NNG'), 1)
(('백', 'NR'), 1)
(('88', 'NR'), 1)
(('118', 'NR'), 1)
(('폐인', 'NNG'), 1)
(('악의', 'NNG'), 1)
(('분노', 'NNG'), 1)
(('만', 'NNM'), 1)
(('반역자', 'NNG'), 1)
(('화', 'NNG'), 1)
(('데', 'NNG'), 1)
(('36.5', 'NR'), 1)
(('한글', 'NNG'), 1)
(('포춘', 'NNP'), 1)
(('흥미', 'NNG'), 1)
(('산업', 'NNG'), 1)
(('달러', 'NNG'), 1)
(('손실', 'NNG'), 1)
(('작년', 'NNG'), 1)
(('고조', 'NNG'), 1)
(('업체', 'NNG'), 1)
(('원문', 'NNG'), 1)
(('편', 'NNB'), 1)
(('시고', 'NNG'), 1)
(('해빙', 'NNG'), 1)
(('애기', 'NNG'), 1)
(('판국', 'NNG'), 1)
(('몰', 'NNG'), 1)
(('말미', 'NNG'), 1)
(('속마음', 'NNG'), 1)
(('렘', 'NNM'), 1)
(('관료', 'NNG'), 1)
(('관방', 'NNG'), 1)
(('시점', 'NNG'), 1)
(('예단', 'NNG'), 1)
(('외무', 'NNG'), 1)
(('측', 'NNB'), 1)
(('계영', 'NNG'), 1)
(('고정', 'NNG'), 1)
(('순풍', 'NNG'), 1)
(('촉각', 'NNG'), 1)
(('프리', 'NNG'), 1)
(('존', 'NNP'), 1)
(('찍소리', 'NNG'), 1)
(('2400', 'NR'), 1)
(('주거', 'NNG'), 1)
(('장애인', 'NNG'), 1)
(('유감', 'NNG'), 1)
(('혹평', 'NNG'), 1)
(('정치부', 'NNG'), 1)
(('동수', 'NNG'), 1)
(('전적', 'NNG'), 1)
(('안심', 'NNG'), 1)
(('던', 'NNP'), 1)
(('2850', 'NR'), 1)
(('집계', 'NNG'), 1)
(('대가', 'NNG'), 1)
(('1953', 'NR'), 1)
(('황해도', 'NNG'), 1)
(('진도군', 'NNP'), 1)
(('피란', 'NNG'), 1)
(('613', 'NR'), 1)
(('재성', 'NNG'), 1)
(('점심', 'NNG'), 1)
(('그릇', 'NNG'), 1)
(('내막', 'NNG'), 1)
(('866', 'NR'), 1)
(('잇', 'NNG'), 1)
(('밑거름', 'NNG'), 1)
(('0912', 'NR'), 1)
(('해선', 'NNG'), 1)
(('95', 'NR'), 1)
(('개발', 'NNG'), 1)
(('관여', 'NNG'), 1)
(('기술자', 'NNG'), 1)
(('중략', 'NNG'), 1)
(('쥐새끼', 'NNG'), 1)
(('나락', 'NNG'), 1)
(('비겁', 'NNG'), 1)
(('접속', 'NNG'), 1)
(('통', 'NNB'), 1)
(('한국사', 'NNG'), 1)
(('예투', 'NNG'), 1)
(('건너편', 'NNG'), 1)
(('음해', 'NNG'), 1)
(('선의', 'NNG'), 1)
(('초상권', 'NNG'), 1)
(('낙관적', 'NNG'), 1)
(('하기', 'NNG'), 1)
(('점도', 'NNG'), 1)
(('귀빈', 'NNG'), 1)
(('따위', 'NNB'), 1)
(('제왕', 'NNG'), 1)
(('출두', 'NNG'), 1)
(('팔짱', 'NNG'), 1)
(('황제', 'NNG'), 1)
(('채용', 'NNG'), 1)
(('혐의', 'NNG'), 1)
(('영장', 'NNG'), 1)
(('청구', 'NNG'), 1)
(('중의', 'NNG'), 1)
(('막장', 'NNG'), 1)
(('대내', 'NNG'), 1)
(('풀이', 'NNG'), 1)
(('백반', 'NNG'), 1)
(('9595', 'NR'), 1)
(('명목', 'NNG'), 1)
(('하의', 'NNG'), 1)
(('326', 'NR'), 1)
(('시발', 'NNG'), 1)
(('켠', 'NNB'), 1)
(('보라', 'NNG'), 1)
(('이정환', 'NNG'), 1)
(('68', 'NR'), 1)
(('경호원', 'NNG'), 1)
(('알', 'NNG'), 1)
(('아웃', 'NNG'), 1)
(('054', 'NR'), 1)
(('마침표', 'NNG'), 1)
(('843', 'NR'), 1)
(('파트너', 'NNG'), 1)
(('연하', 'NNG'), 1)
(('모녀', 'NNG'), 1)
(('복', 'NNG'), 1)
(('확대', 'NNG'), 1)
(('환송곡', 'NNG'), 1)
(('작곡', 'NNG'), 1)
(('석', 'NNB'), 1)
(('840', 'NR'), 1)
(('44100', 'NR'), 1)
(('전상', 'NNG'), 1)
(('비대칭', 'NNG'), 1)
(('날짜', 'NNG'), 1)
(('불명', 'NNG'), 1)
(('독도', 'NNP'), 1)
(('책임자', 'NNG'), 1)
(('최대', 'NNG'), 1)
(('6000', 'NR'), 1)
(('자초', 'NNG'), 1)
(('도현', 'NNG'), 1)
(('현우', 'NNG'), 1)
(('팬', 'NNG'), 1)
(('트러블', 'NNG'), 1)
(('당부', 'NNG'), 1)
(('이타', 'NNG'), 1)
(('하현', 'NNG'), 1)
(('소유', 'NNG'), 1)
(('마트', 'NNG'), 1)
(('장날', 'NNG'), 1)
(('남북', 'NNP'), 1)
(('소비', 'NNG'), 1)
(('춤', 'NNG'), 1)
(('열심', 'NNG'), 1)
(('비명', 'NNG'), 1)
(('이심전심', 'NNG'), 1)
(('고도', 'NNG'), 1)
(('작용', 'NNG'), 1)
(('한강', 'NNP'), 1)
(('후라', 'NNG'), 1)
(('가족사', 'NNG'), 1)
(('열', 'NR'), 1)
(('여섯', 'NR'), 1)
(('유학', 'NNG'), 1)
(('영구적', 'NNG'), 1)
(('830', 'NR'), 1)
(('방출', 'NNG'), 1)
(('뭍', 'NNG'), 1)
(('진서면', 'NNP'), 1)
(('어룡', 'NNG'), 1)
(('황해', 'NNP'), 1)
(('북도', 'NNG'), 1)
(('특급', 'NNG'), 1)
(('구로', 'NNG'), 1)
(('가다니', 'NNG'), 1)
(('슈트', 'NNG'), 1)
(('악', 'NNG'), 1)
(('보더', 'NNG'), 1)
(('기념행사', 'NNG'), 1)
(('활', 'NNG'), 1)
(('자주적', 'NNG'), 1)
